Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,weight_cat,y,yhat,a
Male,23.0,1.89,65.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Male,25.0,1.87,66.0,no,yes,3.0,3.0,Always,no,2.0,no,2.0,0.0,Frequently,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,23.0,1.74,93.5,no,yes,2.0,3.0,Frequently,yes,1.0,no,1.0,1.0,Frequently,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Male
Female,34.0,1.68,75.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,22.0,1.61,67.0,yes,no,2.0,4.0,Sometimes,no,3.0,yes,2.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,24.0,1.56,51.0,no,no,3.0,3.0,Frequently,no,2.0,no,2.0,2.0,Frequently,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Female,36.0,1.63,80.0,yes,no,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_I,Female
Female,27.0,1.6,61.0,no,yes,3.0,3.0,Always,no,2.0,no,0.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,32.0,1.67,90.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Female
Male,25.0,1.78,78.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Female,30.0,1.62,59.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Female,38.0,1.5,60.0,yes,yes,2.0,1.0,Always,yes,2.0,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Obesity_Type_I,Female
Male,34.0,1.69,84.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,2.0,0.0,no,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Male
Male,22.0,1.74,94.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Male
Female,31.0,1.68,63.0,yes,yes,3.0,1.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,35.0,1.53,45.0,yes,no,3.0,3.0,Frequently,no,1.0,no,0.0,1.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,21.0,1.67,60.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,40.0,1.55,62.0,yes,no,3.0,3.0,Sometimes,no,3.0,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,27.0,1.64,78.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Frequently,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Male
Male,20.0,1.83,72.0,yes,no,3.0,3.0,Sometimes,yes,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Male,55.0,1.65,80.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Male
Female,21.0,1.63,60.0,yes,yes,3.0,3.0,Always,yes,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,25.0,1.89,75.0,no,no,3.0,3.0,Frequently,no,2.0,yes,3.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,35.0,1.77,85.0,yes,no,3.0,3.0,Frequently,no,3.0,no,2.0,1.0,Sometimes,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Female,29.0,1.74,72.0,yes,no,3.0,3.0,Always,no,2.0,no,0.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,20.0,1.65,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,no,Walking,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Male
Female,22.0,1.73,79.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,45.0,1.63,77.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,0.0,no,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Female
Male,22.0,1.72,82.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,18.0,1.6,58.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,23.0,1.65,59.0,no,no,3.0,1.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,18.0,1.74,64.0,no,no,3.0,3.0,Sometimes,no,2.0,yes,0.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,38.0,1.64,59.8,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,18.0,1.57,48.0,yes,yes,3.0,1.0,Always,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,22.0,1.84,84.0,yes,yes,3.0,3.0,Frequently,no,2.0,yes,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,26.0,1.91,84.0,yes,yes,3.0,3.0,Frequently,yes,2.0,no,2.0,2.0,Frequently,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Male
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,18.0,1.58,48.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,23.0,1.68,67.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,22.0,1.68,52.0,no,yes,3.0,3.0,Frequently,no,2.0,no,0.0,1.0,no,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Female
Female,23.0,1.48,60.0,yes,yes,2.0,1.0,Sometimes,yes,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Female
Male,21.0,1.62,70.0,no,yes,2.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,31.0,1.62,68.0,no,no,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Male,39.0,1.78,96.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Frequently,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Male
Male,25.0,1.78,98.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,3.0,2.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Male
Male,35.0,1.78,105.0,yes,yes,3.0,1.0,no,no,3.0,no,3.0,1.0,Frequently,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Male
Female,33.0,1.63,62.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Female
Male,20.0,1.6,56.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,26.0,1.75,80.0,yes,yes,3.0,1.0,Frequently,yes,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,20.0,1.83,85.0,yes,no,3.0,3.0,Sometimes,no,3.0,yes,3.0,0.0,Sometimes,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,20.0,1.78,68.0,no,no,2.0,1.0,Frequently,no,3.0,yes,2.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,23.0,1.6,83.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,3.0,0.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Insufficient_Weight,Female
Male,19.0,1.8,85.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Walking,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,22.0,1.75,74.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Bike,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Female,18.0,1.59,40.0,yes,yes,2.0,1.0,Frequently,no,1.0,no,0.0,2.0,no,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Female
Female,23.0,1.66,60.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,23.0,1.63,83.0,yes,no,3.0,1.0,Sometimes,yes,3.0,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Female
Female,41.0,1.54,80.0,yes,yes,2.0,3.0,Always,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Female
Male,29.0,1.69,90.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Male
Male,27.0,1.83,71.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,2.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Female,23.0,1.6,78.0,yes,yes,2.0,1.0,Sometimes,yes,2.0,no,1.0,0.0,Frequently,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_II,Female
Male,19.0,1.75,100.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,2.0,0.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Male
Male,30.0,1.75,73.0,yes,no,2.0,3.0,no,no,2.0,yes,1.0,0.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,22.0,1.69,65.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,22.0,1.69,65.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,21.0,1.63,51.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,24.0,1.5,63.0,yes,no,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Female
Male,21.0,1.8,62.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Male
Male,21.0,1.65,53.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Male
Male,21.0,1.68,70.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Male
Female,23.0,1.6,63.0,yes,no,3.0,3.0,Frequently,no,2.0,no,3.0,0.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,21.0,1.71,75.0,no,no,2.0,3.0,Frequently,no,3.0,yes,3.0,1.0,Frequently,Automobile,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Female,21.0,1.5,42.3,yes,no,1.0,1.0,Sometimes,no,2.0,no,3.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Female
Female,21.0,1.6,68.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Female
Female,21.0,1.75,78.0,yes,no,2.0,3.0,Frequently,no,2.0,yes,0.0,2.0,Frequently,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Male,23.0,1.72,82.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Male
Female,21.0,1.72,66.5,yes,yes,3.0,4.0,Always,no,3.0,no,0.0,2.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Female,22.0,1.61,63.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Female,23.0,1.63,82.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Female
Female,20.0,1.6,50.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,24.0,1.62,58.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Female,40.0,1.68,80.0,no,no,3.0,3.0,Sometimes,no,3.0,no,0.0,0.0,no,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_I,Female
Male,20.0,1.9,91.0,yes,yes,3.0,4.0,Sometimes,no,3.0,no,2.0,0.0,Sometimes,Walking,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,21.0,1.63,66.0,yes,yes,3.0,1.0,Sometimes,yes,3.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,51.0,1.59,50.0,yes,no,3.0,3.0,Sometimes,yes,3.0,yes,2.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,34.0,1.68,77.0,yes,no,3.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_I,Female
Female,19.0,1.59,49.0,yes,yes,2.0,1.0,no,no,2.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,19.0,1.69,70.0,yes,no,2.0,1.0,no,no,2.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,21.0,1.66,59.0,no,yes,1.0,3.0,Always,no,2.0,yes,3.0,0.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,19.0,1.64,53.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,20.0,1.62,53.0,no,yes,3.0,1.0,Sometimes,no,3.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,19.0,1.7,64.0,yes,yes,3.0,3.0,no,no,3.0,yes,3.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,17.0,1.63,65.0,no,yes,2.0,1.0,Sometimes,no,3.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,22.0,1.6,66.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Bike,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Female,20.0,1.63,64.0,yes,yes,1.0,3.0,Always,no,2.0,no,0.0,2.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,33.0,1.85,99.0,yes,yes,2.0,3.0,Sometimes,yes,3.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Male
Female,21.0,1.54,49.0,yes,no,2.0,1.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,20.0,1.64,49.0,no,no,3.0,3.0,Sometimes,yes,2.0,no,2.0,1.0,Sometimes,Automobile,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Female
Female,20.0,1.57,60.0,no,yes,3.0,3.0,Sometimes,no,3.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Female,20.0,1.62,52.0,no,yes,3.0,3.0,Frequently,no,1.0,no,3.0,1.0,no,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,21.0,1.72,72.0,yes,yes,3.0,3.0,Always,no,3.0,yes,3.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,21.0,1.76,78.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Walking,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Male
Female,20.0,1.65,75.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Female
Male,20.0,1.67,78.0,yes,no,2.0,1.0,Sometimes,no,3.0,no,0.0,0.0,Frequently,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Male
Male,56.0,1.79,90.0,yes,no,2.0,3.0,Sometimes,yes,2.0,no,1.0,0.0,Frequently,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Obesity_Type_I,Male
Female,26.0,1.59,47.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Obesity_Type_I,Female
Female,22.0,1.64,56.0,yes,no,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Female
Male,19.0,1.78,81.0,yes,no,1.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Bike,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Male,18.0,1.75,85.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Male
Male,19.0,1.85,115.0,no,no,2.0,3.0,Sometimes,no,3.0,yes,1.0,2.0,no,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Male
Male,18.0,1.7,80.0,no,no,3.0,1.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Female,18.0,1.67,91.0,yes,yes,1.0,3.0,Frequently,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Normal_Weight,Female
Male,21.0,1.72,75.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Male
Female,28.0,1.7,73.0,yes,no,2.0,3.0,Frequently,no,2.0,yes,2.0,0.0,Sometimes,Walking,Overweight_Level_I,Overweight_Level_I,Overweight_Level_I,Normal_Weight,Female
Male,18.0,1.74,70.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Male
Male,23.0,1.74,53.0,no,yes,2.0,3.0,Frequently,no,1.0,no,3.0,2.0,no,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Male,18.0,1.87,67.0,yes,yes,3.0,3.0,Frequently,no,3.0,yes,1.0,1.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.7,50.0,no,yes,1.0,3.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Female,39.0,1.65,50.0,no,yes,3.0,4.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Female
Male,38.0,1.7,78.0,no,yes,3.0,3.0,Frequently,no,2.0,no,0.0,0.0,Frequently,Automobile,Overweight_Level_II,Overweight_Level_II,Overweight_Level_II,Normal_Weight,Male
Male,17.0,1.67,60.0,no,no,2.0,4.0,Always,no,2.0,no,0.0,2.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,23.0,1.72,66.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,23.0,1.82,107.0,no,yes,2.0,3.0,Sometimes,no,3.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I,Obesity_Type_I,Obesity_Type_I,Overweight_Level_I,Male
Female,19.0,1.5,50.0,no,yes,2.0,3.0,Frequently,no,1.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Insufficient_Weight,Female
Male,18.0,1.7,60.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,25.0,1.71,71.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Motorbike,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
Female,25.0,1.61,61.0,no,no,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Female,18.0,1.5,50.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,16.0,1.67,50.0,yes,yes,2.0,1.0,Frequently,no,3.0,no,1.0,0.0,no,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Normal_Weight,Male
Male,21.0,1.82,67.0,no,yes,2.0,4.0,Always,yes,3.0,no,3.0,2.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,32.0,1.57,57.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_I,Female
Male,18.0,1.79,52.0,no,no,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Insufficient_Weight,Male
Male,21.0,1.75,62.0,no,yes,3.0,4.0,Frequently,yes,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,18.0,1.7,55.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Female,18.0,1.62,55.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Female
Male,17.0,1.69,60.0,no,no,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Walking,Normal_Weight,Normal_Weight,Normal_Weight,Normal_Weight,Male
Male,20.0,1.77,70.0,yes,yes,1.0,1.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight,Normal_Weight,Normal_Weight,Overweight_Level_II,Male
